lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma_sample,sigma_exp[1],sigma_exp[2],phase_mu[1],phase_mu[2],group_effect[1],group_effect[2],group_effect[3],group_effect[4],group_effect[5],group_effect[6],group_effect[7]
443.3,0.933912,0.0884205,5.0,31.0,0.0,-438.483,0.00931097,0.00332688,0.0192084,0.114529,0.350213,-0.0115567,-0.006461,-0.00305772,0.00140713,0.0137327,0.0161062,0.00913674
443.008,0.894502,0.0884205,3.0,15.0,0.0,-439.156,0.00934483,0.00323687,0.0188658,0.114385,0.350133,-0.0115809,-0.0071716,-0.00377774,0.000285178,0.0124858,0.0163811,0.00906456
444.188,0.97289,0.0884205,4.0,31.0,0.0,-437.116,0.0108239,0.00347166,0.018994,0.112935,0.350957,-0.00990627,-0.00374747,0.000283332,0.00270594,0.0112287,0.0171565,0.00705173
441.569,0.995851,0.0884205,5.0,63.0,0.0,-438.444,0.0178564,0.00340012,0.0197111,0.110708,0.348646,-0.00692319,-0.00241204,-0.000119021,0.00362138,0.0142385,0.0212512,0.0111766
438.433,0.970039,0.0884205,4.0,15.0,0.0,-434.688,0.0159358,0.00344992,0.0200534,0.111279,0.349442,-0.00957395,-0.0041602,0.000237313,0.00623544,0.0170273,0.018792,0.0126786
437.975,0.984218,0.0884205,4.0,15.0,0.0,-432.773,0.0173493,0.00349297,0.0202977,0.112056,0.347508,-0.0079377,-0.00206043,0.00189827,0.00187962,0.0111653,0.0196186,0.00795644
440.665,0.996509,0.0884205,5.0,31.0,0.0,-434.963,0.0123108,0.00315685,0.0233683,0.111502,0.35224,-0.00887333,-0.00177807,0.00268805,0.00311115,0.0126552,0.0206232,0.00918667
441.92,0.997393,0.0884205,6.0,63.0,0.0,-435.829,0.0111157,0.00313102,0.0157328,0.118528,0.359412,-0.0157899,-0.0103131,-0.00595068,-0.00360066,0.00932613,0.0114639,0.00323113
440.877,0.934663,0.0884205,5.0,63.0,0.0,-432.738,0.017411,0.0030689,0.0173969,0.115329,0.34933,-0.0147064,-0.0059552,-0.00160932,0.00148635,0.00960679,0.0153026,0.00612384
442.457,0.996391,0.0884205,5.0,31.0,0.0,-437.889,0.0107554,0.00295525,0.0212883,0.112154,0.353806,-0.00753029,-0.00412242,-0.000577912,0.00203468,0.0137853,0.0189849,0.010543
440.734,0.943227,0.0884205,5.0,31.0,0.0,-432.862,0.0170785,0.00262522,0.0199966,0.115329,0.347717,-0.010837,-0.00677606,-0.00365453,-0.000439076,0.0105638,0.0157979,0.0075366
442.623,0.957501,0.0884205,5.0,63.0,0.0,-434.417,0.00697026,0.00293575,0.0204495,0.117032,0.3587,-0.0161498,-0.00831369,-0.00299761,-0.000369464,0.00881507,0.0146991,0.00401411
445.563,0.975591,0.0884205,4.0,31.0,0.0,-438.105,0.00798236,0.00317129,0.020114,0.114822,0.355385,-0.0107699,-0.00658299,-0.000966627,0.000574156,0.0100797,0.0158259,0.00741087
443.464,0.846584,0.0884205,5.0,31.0,0.0,-439.925,0.0104019,0.00337145,0.017648,0.116034,0.349348,-0.0129336,-0.00649446,-0.00366071,-0.00189914,0.00900383,0.0143433,0.00420336
446.158,0.99206,0.0884205,5.0,31.0,0.0,-441.47,0.0107357,0.00302881,0.0172436,0.114829,0.354718,-0.011786,-0.00501864,-0.00198591,0.000765839,0.01045,0.0163565,0.00643902
445.509,0.949056,0.0884205,5.0,63.0,0.0,-437.625,0.00658799,0.00299933,0.0209278,0.118529,0.352544,-0.015491,-0.00952709,-0.00593022,-0.00235973,0.00808425,0.0121701,0.00239575
444.149,0.966538,0.0884205,5.0,31.0,0.0,-441.219,0.00994554,0.00323422,0.0202202,0.117678,0.361163,-0.0157537,-0.00806293,-0.00479728,-0.000741649,0.00891423,0.013093,0.00358242
446.692,0.951118,0.0884205,4.0,31.0,0.0,-440.478,0.0118741,0.00303398,0.0204296,0.117925,0.354535,-0.0141076,-0.00997677,-0.00495242,-0.00275688,0.00754842,0.0136517,0.00484716
446.238,0.952004,0.0884205,5.0,31.0,0.0,-444.168,0.0119117,0.00327417,0.0190731,0.118457,0.356766,-0.0149063,-0.010964,-0.00576321,-0.00336143,0.00671494,0.0125505,0.00426308
444.203,0.924001,0.0943908,3.0,7.0,0.0,-442.507,0.00801012,0.0029602,0.0196003,0.119729,0.356624,-0.0150961,-0.0122903,-0.00667304,-0.00299488,0.00646007,0.0103952,0.00115419
442.68,0.995238,0.0943908,4.0,31.0,0.0,-438.887,0.00847387,0.00357707,0.0232193,0.119489,0.356615,-0.014433,-0.0115222,-0.00726935,-0.00481612,0.00715312,0.01217,0.00185406
442.461,0.876104,0.0943908,6.0,95.0,0.0,-431.138,0.0125336,0.00314247,0.0181585,0.108176,0.342652,-0.00682815,0.00134566,0.00538406,0.00904568,0.0170256,0.0225793,0.0145733
445.009,0.958501,0.0943908,6.0,79.0,0.0,-436.547,0.00924085,0.00306736,0.0199847,0.113858,0.351651,-0.00919923,-0.00580684,-0.00178158,0.000626821,0.0127083,0.0176799,0.00752556
443.939,0.996818,0.0943908,4.0,15.0,0.0,-442.303,0.0108629,0.00274376,0.0182046,0.114043,0.350763,-0.00920259,-0.00626502,-0.00120072,0.00081991,0.0120913,0.0179768,0.00783098
445.088,0.879801,0.0943908,5.0,63.0,0.0,-439.109,0.0118145,0.00309587,0.0197224,0.116162,0.3533,-0.012208,-0.00686193,-0.00402432,0.000660262,0.0106669,0.0134891,0.00506296
445.155,0.861291,0.0943908,4.0,15.0,0.0,-437.484,0.0121239,0.00322976,0.0187228,0.117597,0.353926,-0.0151858,-0.00766577,-0.00391428,-0.00194075,0.00780495,0.0154415,0.00483026
443.942,0.970068,0.0943908,4.0,23.0,0.0,-436.503,0.0103741,0.00277225,0.0169632,0.117405,0.355476,-0.0138387,-0.00973947,-0.00504539,-0.00149689,0.00888125,0.0117384,0.00452902
442.156,0.912724,0.0943908,5.0,31.0,0.0,-435.575,0.0145885,0.00279981,0.0219306,0.117809,0.353237,-0.0146983,-0.0101936,-0.00497948,-0.00121732,0.00957581,0.0158366,0.0043381
441.472,1.0,0.0943908,5.0,31.0,0.0,-437.61,0.0148289,0.00280946,0.0216644,0.118276,0.349163,-0.0136501,-0.00811829,-0.00569914,-0.00186051,0.00751518,0.0128419,0.00434148
442.991,0.999472,0.0943908,5.0,63.0,0.0,-436.672,0.0123344,0.00272824,0.0218403,0.115956,0.34957,-0.0145638,-0.00828485,-0.00243883,-0.00026401,0.010593,0.0170072,0.00688443
443.284,0.851555,0.0943908,3.0,7.0,0.0,-438.404,0.0123959,0.00265228,0.0218701,0.115794,0.348669,-0.0140784,-0.00801837,-0.00250953,-0.00121354,0.0102826,0.0159992,0.00572779
438.618,0.687905,0.0943908,5.0,47.0,0.0,-436.24,0.0071483,0.0040688,0.0171198,0.11882,0.353364,-0.0117727,-0.0100777,-0.00401267,-0.00111602,0.00622727,0.0127605,0.0020024
442.426,0.929603,0.0943908,5.0,31.0,0.0,-434.362,0.0113408,0.0034116,0.0164973,0.116596,0.354355,-0.0113483,-0.0066384,-0.00298093,-0.000189511,0.010442,0.0159362,0.00551919
443.434,0.842456,0.0943908,6.0,63.0,0.0,-438.003,0.00872725,0.00322717,0.0228668,0.112148,0.350073,-0.0097588,-0.00239968,0.000463524,0.00489761,0.0139157,0.0194099,0.0114344
442.143,0.858834,0.0943908,5.0,31.0,0.0,-437.521,0.0130554,0.00335189,0.0175202,0.108916,0.344366,-0.00722414,-0.000384974,0.00288285,0.00653034,0.0157572,0.0201656,0.0132213
438.637,0.897444,0.0943908,5.0,31.0,0.0,-436.628,0.0118906,0.00318813,0.0160399,0.109306,0.348435,-0.00690884,-0.00292689,0.000906858,0.00631179,0.0163293,0.021262,0.0113114
438.865,0.993888,0.0943908,4.0,15.0,0.0,-434.243,0.0116767,0.00324,0.0159755,0.110636,0.34898,-0.00733214,-0.00149673,0.00372034,0.00626765,0.0132642,0.02235,0.0130739
439.099,0.980822,0.0943908,5.0,31.0,0.0,-432.434,0.0112536,0.00332518,0.0248519,0.111082,0.354215,-0.010025,-0.00331677,0.00104271,0.00444304,0.015381,0.0184348,0.012795
442.408,0.996961,0.0943908,4.0,15.0,0.0,-436.623,0.00824663,0.0032586,0.0233739,0.112638,0.350588,-0.011068,-0.00446841,0.000574932,0.00298695,0.0129022,0.0163217,0.0102398
444.273,0.947769,0.0943908,5.0,31.0,0.0,-439.295,0.0100129,0.00289868,0.0191374,0.1167,0.352187,-0.0123262,-0.00792835,-0.00331177,-0.00067787,0.00916756,0.016941,0.00549744
443.06,0.999556,0.0943908,5.0,63.0,0.0,-438.607,0.0074051,0.0029903,0.0199864,0.118361,0.35932,-0.0140519,-0.00965029,-0.00487489,-0.001705,0.00929596,0.0112893,0.00406224
443.317,0.870494,0.0943908,4.0,31.0,0.0,-432.21,0.0117824,0.00334946,0.0231932,0.118786,0.3522,-0.0172286,-0.0102453,-0.00617824,-0.00398884,0.00658422,0.0140101,0.00270854
444.052,0.961175,0.0943908,5.0,31.0,0.0,-435.9,0.00818977,0.00279101,0.0204686,0.119796,0.360946,-0.0164055,-0.0113415,-0.00764678,-0.00388459,0.0056876,0.00945137,0.00228226
442.017,0.577731,0.0943908,5.0,31.0,0.0,-437.187,0.00821583,0.00289751,0.020318,0.121145,0.353987,-0.0184755,-0.0109269,-0.00609001,-0.00440067,0.00482293,0.0102006,0.00236858
445.11,0.927905,0.0943908,4.0,15.0,0.0,-440.208,0.0105903,0.00299297,0.0191469,0.119003,0.359669,-0.0175633,-0.0103965,-0.0070867,-0.00343396,0.00634201,0.01116,0.00192504
437.491,0.902274,0.0943908,4.0,31.0,0.0,-432.98,0.00872412,0.00313005,0.0206908,0.120803,0.365086,-0.020846,-0.0110134,-0.00796088,-0.00692224,0.00531636,0.00832017,0.00134388
444.861,0.987023,0.0943908,4.0,31.0,0.0,-431.151,0.0094879,0.00304817,0.0190613,0.122468,0.362333,-0.019383,-0.012638,-0.00983377,-0.00738272,0.00280526,0.00849407,-0.00199195
446.463,0.999631,0.0943908,5.0,31.0,0.0,-443.183,0.0122815,0.0030518,0.0203515,0.120789,0.360273,-0.0179565,-0.0130063,-0.00790646,-0.00502292,0.00459839,0.010744,0.00205829
444.199,0.890249,0.0943908,4.0,31.0,0.0,-437.836,0.0112195,0.00328177,0.0215739,0.120995,0.360655,-0.0179299,-0.0123636,-0.00988239,-0.00551977,0.00517215,0.0111073,0.00270176
442.267,0.848138,0.0943908,6.0,127.0,0.0,-436.18,0.0125528,0.00320783,0.017084,0.109661,0.347918,-0.00788739,-0.00151295,0.00204407,0.00660323,0.0153076,0.0228977,0.0136564
443.542,0.878819,0.0943908,5.0,47.0,0.0,-436.965,0.0126436,0.00307408,0.0171184,0.112766,0.348872,-0.0094955,-0.00258357,-0.000562727,0.00132816,0.0140203,0.0191718,0.00871566
443.933,0.999833,0.0943908,3.0,15.0,0.0,-441.564,0.0128779,0.00303065,0.0170604,0.112736,0.348833,-0.00977655,-0.00270929,-0.000176207,0.00136775,0.0138546,0.0191544,0.00881296
445.146,0.938844,0.0943908,5.0,63.0,0.0,-436.611,0.00789779,0.00318818,0.0204005,0.115474,0.351581,-0.0123073,-0.00579109,-0.00317161,-0.00146843,0.0111055,0.0166068,0.00590652
442.699,0.97668,0.0943908,5.0,31.0,0.0,-437.771,0.00942783,0.00350328,0.0235825,0.116066,0.353936,-0.0114772,-0.00904786,-0.00358018,-3.93728e-05,0.0112157,0.0146267,0.00523724
443.355,0.852849,0.0943908,5.0,31.0,0.0,-436.92,0.00855992,0.0031348,0.0233378,0.115464,0.356011,-0.0143158,-0.00700227,-0.00276187,-0.000615737,0.0088597,0.0161162,0.00734591
443.591,0.880942,0.0943908,5.0,31.0,0.0,-438.68,0.00847432,0.00353308,0.0206331,0.116561,0.349039,-0.0126041,-0.00701282,-0.00277325,0.000521769,0.00828096,0.0161739,0.00601954
443.198,0.972301,0.0943908,4.0,31.0,0.0,-437.045,0.00630834,0.00335927,0.0221918,0.116391,0.351629,-0.0127168,-0.00659661,-0.00155089,-0.000999172,0.0102382,0.0143184,0.00545139
442.178,0.979496,0.0943908,4.0,31.0,0.0,-437.8,0.0116202,0.00326918,0.0178213,0.115348,0.354684,-0.0111662,-0.00695316,-0.00431896,0.00209358,0.0102763,0.0175817,0.00792563
444.074,0.995447,0.0943908,5.0,63.0,0.0,-438.327,0.00970861,0.00290471,0.0215354,0.121598,0.353747,-0.0193456,-0.0118287,-0.00817877,-0.00644391,0.00433709,0.00855766,0.000228322
444.92,0.996497,0.0943908,5.0,31.0,0.0,-440.727,0.0103419,0.00322144,0.0187554,0.11627,0.357901,-0.0134162,-0.00606355,-0.00241417,-0.000921643,0.010008,0.0138858,0.00583012
437.056,0.726805,0.0943908,5.0,47.0,0.0,-433.076,0.00924925,0.00304239,0.020912,0.11927,0.350993,-0.0161033,-0.0085042,-0.00822712,-5.26293e-05,0.00548721,0.0114992,0.00434506
435.64,0.99747,0.0943908,5.0,31.0,0.0,-428.737,0.00657516,0.00290219,0.0254878,0.117785,0.350755,-0.015173,-0.00854654,-0.00735746,0.000370396,0.00641202,0.0122387,0.00509906
438.881,1.0,0.0943908,5.0,31.0,0.0,-431.581,0.0149405,0.00379379,0.0177196,0.116435,0.359104,-0.0133994,-0.00734539,-0.00183668,-0.00256805,0.0106646,0.0154231,0.0047888
440.423,0.997476,0.0943908,5.0,31.0,0.0,-431.773,0.00788601,0.00278256,0.0239862,0.117726,0.347224,-0.0159632,-0.00750789,-0.00438473,-0.00310876,0.00808602,0.0145506,0.00519082
439.175,0.925774,0.0943908,5.0,31.0,0.0,-431.157,0.00577163,0.00305972,0.0235586,0.117932,0.346121,-0.0137148,-0.0101601,-0.0054735,-0.000474954,0.00848614,0.0128875,0.0036391
442.009,0.832251,0.0943908,5.0,31.0,0.0,-431.275,0.00792998,0.00316293,0.0245057,0.118627,0.352638,-0.0172225,-0.00908263,-0.00582669,-0.00473482,0.00631922,0.0127468,0.00362729
443.13,0.982322,0.0943908,5.0,31.0,0.0,-438.292,0.0108465,0.00303045,0.0161031,0.117993,0.357171,-0.0147038,-0.0103206,-0.00704592,-0.000789352,0.00710709,0.0126609,0.00420382
441.006,0.973481,0.0943908,4.0,15.0,0.0,-436.136,0.00987073,0.00303581,0.0147334,0.117883,0.355233,-0.015646,-0.00757083,-0.0038471,-0.00385002,0.00767867,0.0128076,0.00344761
437.677,0.971007,0.0943908,5.0,31.0,0.0,-432.601,0.00755267,0.00382283,0.0267516,0.116223,0.356571,-0.0106835,-0.00756544,-0.00434891,-0.000591961,0.00850804,0.014062,0.00745682
439.352,1.0,0.0943908,5.0,31.0,0.0,-431.434,0.0122879,0.00252004,0.0153504,0.11524,0.35155,-0.0108659,-0.0078934,-0.00277676,0.00107744,0.00995955,0.0155185,0.00775859
441.57,0.805417,0.0943908,3.0,7.0,0.0,-436.633,0.011476,0.0026597,0.0152636,0.115472,0.351335,-0.0124084,-0.0051169,-0.00265535,0.00043154,0.0111352,0.0169366,0.00627387
438.836,0.733236,0.0943908,5.0,31.0,0.0,-433.145,0.0103335,0.00268885,0.0148836,0.114806,0.35151,-0.0117922,-0.00540287,-3.61019e-05,0.000349389,0.00951414,0.0152649,0.00809462
442.178,0.626229,0.0943908,4.0,15.0,0.0,-431.743,0.013987,0.00295331,0.0168505,0.11534,0.351511,-0.0103353,-0.0065358,-0.0022378,0.000646121,0.00970631,0.0175845,0.00780463
443.588,0.972603,0.0943908,5.0,31.0,0.0,-438.132,0.012193,0.00278422,0.0176335,0.114788,0.351957,-0.0128757,-0.00481005,-0.0005647,0.000951699,0.0115337,0.0151842,0.0069499
444.734,0.955923,0.0943908,5.0,63.0,0.0,-437.715,0.0111576,0.00320012,0.0220932,0.116603,0.356201,-0.0141858,-0.00644218,-0.00290374,-0.00122088,0.00907412,0.0135672,0.00461322
440.92,0.894749,0.0943908,4.0,23.0,0.0,-436.333,0.0140837,0.00338728,0.0211697,0.11761,0.349615,-0.0150835,-0.0110507,-0.00643847,-0.00175719,0.00842585,0.0155397,0.00521699
441.163,0.98906,0.0943908,4.0,31.0,0.0,-437.674,0.0145183,0.00339835,0.0212815,0.117539,0.349988,-0.0148855,-0.0109235,-0.00665636,-0.00232558,0.0084399,0.0149621,0.00540734
442.423,0.828505,0.0943908,5.0,31.0,0.0,-435.895,0.0124797,0.00287418,0.021223,0.116231,0.357624,-0.0145271,-0.00731109,-0.00592004,-0.00101437,0.00869309,0.0154649,0.00517548
440.365,0.959562,0.0943908,3.0,15.0,0.0,-432.339,0.0127252,0.00272007,0.0222846,0.117822,0.354557,-0.0152417,-0.00958482,-0.00434309,-0.00235589,0.0098859,0.0162313,0.00539895
442.331,0.990217,0.0943908,5.0,31.0,0.0,-433.898,0.0152977,0.00299586,0.0226149,0.117153,0.358753,-0.0131273,-0.00733186,-0.00350023,-0.0010062,0.00991059,0.0144117,0.00555476
440.532,0.971123,0.0943908,5.0,31.0,0.0,-437.174,0.0126734,0.00272435,0.0190469,0.118087,0.35029,-0.0158725,-0.00929373,-0.00663769,-0.0027635,0.00754817,0.0131213,0.00141507
441.954,0.99963,0.0943908,5.0,63.0,0.0,-435.03,0.0134933,0.00279428,0.0179417,0.119889,0.354764,-0.0165125,-0.0113372,-0.00589609,-0.003492,0.00648491,0.0116534,0.00487439
439.75,0.999429,0.0943908,5.0,63.0,0.0,-433.91,0.0155531,0.00372925,0.0241329,0.114434,0.351897,-0.0117503,-0.00458803,-0.00054086,0.000392909,0.0120827,0.0172154,0.00986094
439.431,0.920454,0.0943908,5.0,31.0,0.0,-434.576,0.00752946,0.00275972,0.0172767,0.115365,0.353036,-0.0121258,-0.00746735,-0.00557019,0.000662827,0.0102725,0.0161137,0.00459607
441.723,0.998769,0.0943908,5.0,63.0,0.0,-432.235,0.00620778,0.00356322,0.0205476,0.119053,0.357856,-0.0167464,-0.010783,-0.00848691,-0.0037791,0.00609108,0.0121315,0.00173869
445.128,0.794716,0.0943908,5.0,31.0,0.0,-437.63,0.01201,0.0031146,0.0184474,0.121511,0.358723,-0.0188699,-0.0133833,-0.0107938,-0.00604358,0.00418293,0.0100733,2.68421e-05
444.788,0.913648,0.0943908,5.0,63.0,0.0,-438.36,0.007361,0.0033637,0.0191581,0.118457,0.354873,-0.0167989,-0.0099708,-0.00587325,-0.000971426,0.0068426,0.0135102,0.0035504
444.033,0.972044,0.0943908,5.0,47.0,0.0,-439.655,0.00755728,0.00336349,0.0210786,0.116978,0.354342,-0.0126188,-0.00839336,-0.0033199,-0.00320101,0.00887795,0.0127176,0.00475407
441.822,0.695353,0.0943908,5.0,47.0,0.0,-436.812,0.015371,0.00311446,0.0175297,0.113155,0.349887,-0.00887954,-0.00393848,0.00120356,0.00347102,0.014878,0.0187381,0.00896541
441.322,0.993817,0.0943908,5.0,63.0,0.0,-436.707,0.00886846,0.00342995,0.0199944,0.116183,0.354072,-0.0143629,-0.00840175,-0.00487253,-0.00304249,0.00894615,0.0131761,0.00727771
442.724,0.950898,0.0943908,4.0,15.0,0.0,-430.209,0.0101176,0.0034694,0.0213109,0.115189,0.356893,-0.0137978,-0.00713203,-0.00471991,0.00109328,0.0102888,0.0163205,0.00578125
442.367,0.990866,0.0943908,5.0,31.0,0.0,-436.565,0.0157549,0.00276269,0.0183588,0.111543,0.349545,-0.0085529,-0.00312553,0.00294402,0.00297724,0.0141711,0.018593,0.0105321
438.676,0.989952,0.0943908,5.0,31.0,0.0,-435.656,0.02173,0.00371749,0.0219365,0.112406,0.348092,-0.0092027,-0.0037793,0.00293613,0.00230151,0.0138021,0.0177576,0.0102495
439.451,0.94845,0.0943908,6.0,127.0,0.0,-432.569,0.00790842,0.0032262,0.0243074,0.114927,0.350903,-0.011791,-0.00623689,0.0012346,-0.000713115,0.0116849,0.015986,0.0075317
443.202,0.981076,0.0943908,4.0,23.0,0.0,-434.048,0.0108256,0.00356447,0.0237057,0.114256,0.353317,-0.011189,-0.00512823,-0.00297626,0.00250257,0.0120611,0.0179982,0.00795717
445.234,0.918799,0.0943908,5.0,63.0,0.0,-438.011,0.00972825,0.00281915,0.0187535,0.111807,0.345444,-0.00811894,-0.00314048,0.0020883,0.00412597,0.0143614,0.0196238,0.0108269
440.651,0.650101,0.0943908,6.0,95.0,0.0,-435.783,0.0146957,0.00261705,0.0183807,0.127027,0.367194,-0.0251489,-0.0187366,-0.0144562,-0.00980052,-0.000836431,0.00370664,-0.00342072
440.685,0.703534,0.0943908,5.0,63.0,0.0,-434.99,0.0130452,0.00406111,0.0215349,0.122792,0.356103,-0.0196097,-0.0143133,-0.00904295,-0.00653648,0.00501436,0.00863208,-0.000742508
441.682,0.947807,0.0943908,4.0,31.0,0.0,-430.498,0.00988374,0.00373995,0.0174816,0.124044,0.3603,-0.0180449,-0.0147882,-0.0114059,-0.00881912,0.00190788,0.00736404,-0.000664535
440.498,0.996144,0.0943908,5.0,47.0,0.0,-434.289,0.0153227,0.00322052,0.0264962,0.119391,0.355123,-0.0151651,-0.0113198,-0.00780151,-0.00490375,0.00650394,0.0121269,0.00337793
436.687,0.884527,0.0943908,5.0,47.0,0.0,-433.089,0.00644473,0.00329468,0.0152349,0.114097,0.351395,-0.00950514,-0.00226524,-0.00335046,0.00129055,0.0106226,0.0175972,0.00927588
441.061,0.962911,0.0943908,5.0,31.0,0.0,-429.822,0.0112684,0.00324341,0.0168338,0.114152,0.35109,-0.0129337,-0.00272471,-0.00257114,0.00306646,0.0111038,0.0176067,0.00781282
443.966,0.997719,0.0943908,4.0,15.0,0.0,-435.646,0.00960323,0.00322383,0.0161483,0.114605,0.348314,-0.0107065,-0.00621499,-0.00125991,0.00170011,0.0103281,0.0165433,0.00585688
444.245,0.890914,0.0943908,5.0,31.0,0.0,-438.683,0.00987806,0.00324629,0.0221256,0.113872,0.347254,-0.0117299,-0.00471278,-0.00167195,0.00106452,0.0126124,0.0183059,0.00972965
445.445,0.984884,0.0943908,4.0,15.0,0.0,-442.1,0.0100831,0.00322496,0.021415,0.113767,0.349086,-0.010483,-0.00559289,-0.000315593,0.00297181,0.0112925,0.0184924,0.00743311
446.125,0.933657,0.0943908,5.0,31.0,0.0,-443.1,0.00865448,0.00298011,0.0197764,0.114203,0.350097,-0.0117362,-0.00638363,-0.000923434,0.00210119,0.010747,0.0173798,0.00668235
445.8,0.930544,0.0943908,4.0,15.0,0.0,-443.511,0.00866112,0.0030111,0.0197013,0.113764,0.351289,-0.0105504,-0.00572644,-0.000933412,0.000318662,0.0129038,0.01679,0.00799611
444.074,0.926871,0.0943908,5.0,47.0,0.0,-441.131,0.0111003,0.00312483,0.0215376,0.111877,0.346087,-0.00809618,-0.00367277,0.00063137,0.00267817,0.0155557,0.0191743,0.00935918
443.528,0.977517,0.0943908,5.0,31.0,0.0,-440.663,0.0128,0.00338873,0.0220159,0.109736,0.348974,-0.00698259,-0.000550854,0.00226389,0.00512048,0.0152582,0.0224727,0.0114988
442.081,0.987354,0.0943908,5.0,31.0,0.0,-440.381,0.0148384,0.00315432,0.0238586,0.11067,0.345393,-0.00813516,-0.00297027,0.00120051,0.00403621,0.014602,0.0222096,0.0111165
438.983,0.878196,0.0943908,3.0,7.0,0.0,-433.159,0.0145165,0.00314891,0.024055,0.111069,0.345369,-0.0092616,-0.00198383,0.00154723,0.00437861,0.0174698,0.022629,0.010321
442.262,0.99203,0.0943908,5.0,31.0,0.0,-432.255,0.0149698,0.00300826,0.0196856,0.110354,0.344736,-0.00667144,-0.00232341,0.00228514,0.00535637,0.0130436,0.0203932,0.0118546
443.585,0.916472,0.0943908,6.0,95.0,0.0,-436.094,0.00663261,0.00347367,0.0189425,0.120807,0.356742,-0.0169683,-0.0117806,-0.00655481,-0.0044939,0.00352555,0.00908486,0.000336981
443.138,0.960898,0.0943908,5.0,31.0,0.0,-436.334,0.00975712,0.00335763,0.0200191,0.118046,0.361747,-0.015734,-0.00938978,-0.00670046,-0.00152426,0.00831638,0.0142276,0.00503079
444.237,0.995099,0.0943908,4.0,31.0,0.0,-438.955,0.00899083,0.00310126,0.0192006,0.117194,0.36014,-0.0139987,-0.00831356,-0.00284189,-0.00195364,0.00836273,0.0126611,0.00399596
440.725,0.831564,0.0943908,3.0,7.0,0.0,-436.262,0.0106109,0.00319019,0.0200637,0.117084,0.362206,-0.0150058,-0.0092532,-0.00714581,-0.00039977,0.00803189,0.014262,0.0052751
439.266,0.982573,0.0943908,5.0,47.0,0.0,-432.241,0.0088394,0.00331152,0.0199431,0.112527,0.342236,-0.00851547,-0.00201474,-0.00062325,0.00251469,0.013733,0.0188522,0.0123317
439.174,0.921324,0.0943908,4.0,15.0,0.0,-433.756,0.00723574,0.00341116,0.0201608,0.111078,0.340525,-0.00929115,-0.00308729,0.00142774,0.00546321,0.0134707,0.0185283,0.0103077
442.232,0.98395,0.0943908,5.0,31.0,0.0,-432.858,0.00623711,0.00290873,0.0204509,0.111638,0.347858,-0.00762186,-0.00234644,0.000980954,0.00320809,0.01483,0.0201868,0.0104826
438.639,0.827214,0.0943908,5.0,31.0,0.0,-433.061,0.0138427,0.00283846,0.0243266,0.112806,0.345466,-0.008557,-0.00203487,0.000688336,0.00205676,0.0146574,0.0184605,0.0088506
440.812,0.977832,0.0943908,3.0,15.0,0.0,-431.084,0.0139316,0.00296542,0.0232766,0.112256,0.349213,-0.010819,-0.00181795,-4.07569e-05,0.00271916,0.0145309,0.0172075,0.00960545
442.084,0.795929,0.0943908,5.0,31.0,0.0,-426.608,0.00724224,0.00373518,0.0167534,0.112129,0.351462,-0.00836893,-0.00400041,-0.000193217,0.00303535,0.0117191,0.0186338,0.00972644
442.031,0.994283,0.0943908,5.0,31.0,0.0,-438.095,0.00890159,0.00345,0.0166235,0.113277,0.344792,-0.0100364,-0.0028536,0.000451467,0.00270773,0.0138594,0.0169728,0.00888076
445.189,0.955993,0.0943908,6.0,63.0,0.0,-437.493,0.0108707,0.00284056,0.0199635,0.116815,0.358087,-0.0143826,-0.00705652,-0.00350728,-0.00104224,0.0104304,0.0139551,0.00538286
443.461,0.975753,0.0943908,5.0,63.0,0.0,-440.168,0.00732669,0.00284313,0.0196432,0.119195,0.353083,-0.0175629,-0.0090931,-0.00685476,-0.00274783,0.00577695,0.0114297,0.00173089
442.084,0.797439,0.0943908,5.0,31.0,0.0,-435.605,0.00799068,0.00249271,0.0212229,0.119979,0.359904,-0.0172588,-0.0105382,-0.00812017,-0.00437469,0.0048835,0.0125427,0.00153965
443.284,0.840147,0.0943908,3.0,7.0,0.0,-439.73,0.00782276,0.00245683,0.0205841,0.12018,0.360197,-0.0181019,-0.0114377,-0.00669681,-0.00438154,0.00672825,0.0110978,0.00159698
442.755,0.813085,0.0943908,3.0,7.0,0.0,-436.592,0.00793851,0.00248259,0.0216133,0.120554,0.361459,-0.0168176,-0.0119783,-0.00854552,-0.00455092,0.00488465,0.0111692,0.0020411
442.029,0.83748,0.0943908,5.0,31.0,0.0,-437.521,0.0112221,0.00391274,0.0178547,0.117661,0.349092,-0.0149144,-0.0081091,-0.00349025,-0.00143752,0.00908513,0.013179,0.00418807
442.884,0.981565,0.0943908,5.0,63.0,0.0,-437.95,0.00805954,0.00261223,0.0202365,0.120833,0.359522,-0.0173532,-0.0120186,-0.00883131,-0.00613631,0.00353055,0.0100621,0.00169064
444.577,0.909734,0.0943908,5.0,31.0,0.0,-439.429,0.00792152,0.00274646,0.018219,0.121069,0.355991,-0.0169434,-0.0122478,-0.0080996,-0.00475923,0.00360267,0.0094604,0.000877044
446.115,0.989052,0.0943908,5.0,31.0,0.0,-441.672,0.00922849,0.0032799,0.0175415,0.118271,0.357707,-0.0136282,-0.00987612,-0.00582853,-0.00283143,0.00726152,0.0123007,0.00423985
